train_id,station_code,date,day_of_week,month,scheduled_hour,zone,historical_avg_delay,actual_delay_min
12906,AII,2024-01-31,2,1,2,NWR,9,21.4
12951,RTM,2024-03-05,1,3,0,WR,8,8.5
12841,MAS,2024-12-25,2,12,4,SR,7,9.2
16526,TVC,2024-12-30,0,12,7,SR,7,16.5
12951,NDLS,2024-06-13,3,6,8,NR,10,27.9
12721,SC,2024-12-12,3,12,16,SCR,10,14.1
12905,ADI,2024-07-20,5,7,15,WR,8,12.6
12951,MTJ,2024-05-17,4,5,7,NCR,15,24.3
12841,VSKP,2024-11-17,6,11,22,ECoR,14,7.5
12842,BZA,2024-11-20,2,11,12,SCR,10,17.5
15930,GHY,2024-02-17,5,2,12,NFR,25,17.5
15930,GHY,2024-12-21,5,12,12,NFR,25,26.5
12001,AGC,2024-07-07,6,7,8,NCR,15,27.2
12560,NDLS,2024-10-24,3,10,15,NR,10,11.7
12002,JHS,2024-01-02,1,1,20,NCR,15,21.8
12014,ASR,2024-02-17,5,2,16,NR,10,2.0
12301,NDLS,2024-08-22,3,8,17,NR,10,24.6
12860,HWH,2024-02-02,4,2,13,ER,18,22.3
11042,SC,2024-09-30,0,9,15,SCR,10,19.4
12559,BSB,2024-04-18,3,4,2,NER,22,26.7
12002,GWL,2024-09-10,1,9,21,NCR,15,16.5
12859,KGP,2024-06-21,4,6,23,SER,16,31.2
12622,NGP,2024-10-07,0,10,20,CR,12,11.3
15929,GHY,2024-09-05,3,9,3,NFR,25,25.0
11041,SC,2024-06-24,0,6,10,SCR,10,20.1
12860,NGP,2024-01-24,2,1,0,CR,12,9.5
11041,BZA,2024-02-20,1,2,14,SCR,10,9.7
12002,NDLS,2024-01-09,1,1,1,NR,10,7.4
12560,CNB,2024-03-04,0,3,10,NCR,15,22.4
16525,CBE,2024-08-21,2,8,9,SR,7,20.7
12001,BPL,2024-01-01,0,1,13,WCR,11,23.4
12302,GAYA,2024-12-18,2,12,16,ECR,20,24.3
15930,PRYJ,2024-03-08,4,3,0,NCR,15,29.4
12721,SC,2024-05-20,0,5,16,SCR,10,13.2
12622,NGP,2024-02-17,5,2,20,CR,12,9.0
12721,NGP,2024-07-09,1,7,10,CR,12,20.1
12003,NDLS,2024-12-06,4,12,6,NR,10,15.1
12906,JP,2024-07-21,6,7,1,NWR,9,14.2
12002,JHS,2024-11-16,5,11,20,NCR,15,9.9
15929,PNBE,2024-04-29,0,4,18,ECR,20,35.9
12951,BCT,2024-08-07,2,8,17,WR,8,25.0
12721,SC,2024-01-01,0,1,16,SCR,10,24.3
12905,JP,2024-04-19,4,4,20,NWR,9,9.3
12951,MTJ,2024-04-25,3,4,7,NCR,15,24.4
12014,NDLS,2024-09-22,6,9,22,NR,10,7.2
15930,DBRG,2024-12-22,6,12,8,NFR,25,29.2
12905,ADI,2024-06-24,0,6,15,WR,8,18.2
12842,HWH,2024-08-04,6,8,22,ER,18,14.9
12621,JHS,2024-12-21,5,12,3,NCR,15,11.8
12014,LDH,2024-07-15,0,7,18,NR,10,28.2
12952,BRC,2024-02-15,3,2,3,WR,8,5.9
11041,MAS,2024-06-09,6,6,18,SR,7,16.3
12721,NGP,2024-07-07,6,7,10,CR,12,19.0
12951,ADI,2024-03-09,5,3,21,WR,8,11.2
12622,JHS,2024-11-24,6,11,1,NCR,15,10.9
12842,MAS,2024-09-28,5,9,8,SR,7,18.4
12622,MAS,2024-10-15,1,10,10,SR,7,13.5
12905,RJT,2024-08-13,1,8,13,WR,8,17.0
12003,CNB,2024-06-28,4,6,10,NCR,15,20.8
15929,PNBE,2024-03-18,0,3,18,ECR,20,29.9
12302,GAYA,2024-07-29,0,7,16,ECR,20,27.3
16525,SBC,2024-04-21,6,4,6,SWR,6,5.7
15929,DBRG,2024-02-14,2,2,8,NFR,25,40.5
12621,JHS,2024-03-04,0,3,3,NCR,15,15.0
12621,AGC,2024-10-28,0,10,0,NCR,15,15.8
16525,SBC,2024-08-07,2,8,6,SWR,6,9.9
12004,CNB,2024-06-10,0,6,22,NCR,15,27.0
12859,R,2024-11-26,1,11,17,SECR,13,19.3
11042,MAS,2024-02-13,1,2,7,SR,7,21.5
12002,BPL,2024-11-07,3,11,17,WCR,11,27.6
12560,PRYJ,2024-05-25,5,5,9,NCR,15,20.7
12859,R,2024-12-03,1,12,17,SECR,13,25.2
15929,CNB,2024-06-03,0,6,14,NCR,15,24.5
12842,MAS,2024-04-06,5,4,8,SR,7,25.5
12842,BBS,2024-07-19,4,7,18,ECoR,14,28.3
12560,CNB,2024-05-02,3,5,10,NCR,15,24.4
12841,VSKP,2024-09-10,1,9,22,ECoR,14,13.7
12906,ADI,2024-11-22,4,11,6,WR,8,17.9
12559,BSB,2024-10-31,3,10,2,NER,22,26.9
12951,MTJ,2024-01-07,6,1,7,NCR,15,24.0
11041,SC,2024-07-03,2,7,10,SCR,10,23.1
12722,NGP,2024-10-18,4,10,13,CR,12,14.7
12951,ADI,2024-08-03,5,8,21,WR,8,7.9
11042,BZA,2024-08-29,3,8,10,SCR,10,23.3
11042,CSMT,2024-02-07,2,2,1,CR,12,22.4
12951,ADI,2024-05-14,1,5,21,WR,8,12.0
12841,BZA,2024-04-20,5,4,1,SCR,10,15.0
12002,AGC,2024-07-22,0,7,23,NCR,15,22.1
11042,MAS,2024-09-16,0,9,7,SR,7,18.6
12622,AGC,2024-07-31,2,7,4,NCR,15,27.8
12906,AII,2024-08-04,6,8,2,NWR,9,10.4
12004,CNB,2024-10-01,1,10,22,NCR,15,16.5
12621,BZA,2024-10-02,2,10,15,SCR,10,9.2
12951,MTJ,2024-06-07,4,6,7,NCR,15,28.0
12906,MTJ,2024-02-10,5,2,23,NCR,15,14.4
16526,TVC,2024-03-20,2,3,7,SR,7,17.2
12003,LKO,2024-10-01,1,10,11,NR,10,9.9
12002,NDLS,2024-11-28,3,11,1,NR,10,18.0
12722,SC,2024-12-14,5,12,7,SCR,10,13.1
15930,PRYJ,2024-08-11,6,8,0,NCR,15,15.8
12560,BSB,2024-05-02,3,5,7,NER,22,31.6
16525,SBC,2024-08-10,5,8,6,SWR,6,10.9
12722,NDLS,2024-02-29,3,2,22,NR,10,7.5
12559,BSB,2024-06-07,4,6,2,NER,22,30.2
11042,PUNE,2024-12-07,5,12,22,CR,12,9.8
12004,LKO,2024-03-02,5,3,21,NR,10,7.5
12859,HWH,2024-01-07,6,1,1,ER,18,11.6
12721,NGP,2024-03-24,6,3,10,CR,12,6.4
12951,NDLS,2024-09-11,2,9,8,NR,10,23.7
12001,JHS,2024-05-12,6,5,10,NCR,15,22.8
12841,KGP,2024-03-26,1,3,16,SER,16,18.6
12906,RJT,2024-05-17,4,5,8,WR,8,22.9
12952,BCT,2024-03-01,4,3,7,WR,8,19.6
15930,GHY,2024-08-07,2,8,12,NFR,25,39.2
12001,BPL,2024-05-19,6,5,13,WCR,11,10.0
12842,BZA,2024-10-22,1,10,12,SCR,10,11.2
12841,MAS,2024-11-17,6,11,4,SR,7,5.5
11042,MAS,2024-07-03,2,7,7,SR,7,24.6
12842,HWH,2024-01-29,0,1,22,ER,18,20.0
12842,VSKP,2024-07-07,6,7,15,ECoR,14,17.3
12013,CDG,2024-03-21,3,3,11,NR,10,11.3
12622,MAS,2024-10-20,6,10,10,SR,7,6.7
15929,CNB,2024-12-11,2,12,14,NCR,15,18.0
12014,CDG,2024-09-17,1,9,18,NR,10,18.0
12860,NGP,2024-01-02,1,1,0,CR,12,19.3
12906,AII,2024-05-05,6,5,2,NWR,9,11.1
11042,MAS,2024-01-24,2,1,7,SR,7,20.2
11042,MAS,2024-03-17,6,3,7,SR,7,11.7
12905,ADI,2024-04-01,0,4,15,WR,8,13.8
11042,CSMT,2024-10-10,3,10,1,CR,12,16.5
12859,R,2024-12-01,6,12,17,SECR,13,17.9
12906,JP,2024-08-01,3,8,1,NWR,9,15.3
11041,SC,2024-06-12,2,6,10,SCR,10,31.8
12859,KGP,2024-07-09,1,7,23,SER,16,23.6
12721,SC,2024-03-02,5,3,16,SCR,10,7.7
15929,PRYJ,2024-04-01,0,4,15,NCR,15,17.8
12001,JHS,2024-04-24,2,4,10,NCR,15,19.0
12860,CSMT,2024-07-24,2,7,8,CR,12,32.7
11042,BZA,2024-02-05,0,2,10,SCR,10,19.9
16526,TVC,2024-06-08,5,6,7,SR,7,14.9
12301,HWH,2024-06-16,6,6,3,ER,18,27.5
15930,PRYJ,2024-07-07,6,7,0,NCR,15,20.3
12559,PRYJ,2024-04-12,4,4,0,NCR,15,28.8
12002,BPL,2024-11-14,3,11,17,WCR,11,35.8
12721,SC,2024-05-04,5,5,16,SCR,10,4.2
12621,MAS,2024-09-09,0,9,19,SR,7,17.1
12860,KGP,2024-04-10,2,4,15,SER,16,20.1
12002,BPL,2024-05-05,6,5,17,WCR,11,17.4
12722,SC,2024-03-18,0,3,7,SCR,10,25.3
12013,LDH,2024-04-29,0,4,11,NR,10,12.9
12003,LKO,2024-10-04,4,10,11,NR,10,7.6
12952,NDLS,2024-01-05,4,1,16,NR,10,19.4
12952,RTM,2024-06-20,3,6,0,WR,8,34.0
12658,MAS,2024-06-06,3,6,12,SR,7,15.5
12905,JP,2024-02-23,4,2,20,NWR,9,12.0
12001,GWL,2024-08-02,4,8,9,NCR,15,38.0
12721,JHS,2024-09-08,6,9,5,NCR,15,29.3
11042,MAS,2024-03-13,2,3,7,SR,7,14.5
12560,BSB,2024-12-30,0,12,7,NER,22,34.0
12842,BBS,2024-04-28,6,4,18,ECoR,14,24.3
12859,HWH,2024-09-23,0,9,1,ER,18,11.5
16525,TVC,2024-08-22,3,8,14,SR,7,24.3
16525,CBE,2024-02-13,1,2,9,SR,7,20.4
12302,CNB,2024-11-22,4,11,19,NCR,15,23.0
12014,LDH,2024-07-20,5,7,18,NR,10,25.4
12952,ST,2024-08-10,5,8,5,WR,8,14.0
12860,NGP,2024-12-05,3,12,0,CR,12,22.3
15929,GHY,2024-05-13,0,5,3,NFR,25,27.9
12302,HWH,2024-06-10,0,6,14,ER,18,30.8
12722,NGP,2024-06-16,6,6,13,CR,12,25.2
12859,HWH,2024-06-11,1,6,1,ER,18,22.4
12013,NDLS,2024-04-13,5,4,7,NR,10,25.5
15929,PRYJ,2024-03-10,6,3,15,NCR,15,13.1
11042,BZA,2024-03-20,2,3,10,SCR,10,15.2
12001,BPL,2024-02-24,5,2,13,WCR,11,10.7
12951,MTJ,2024-07-27,5,7,7,NCR,15,32.7
15929,NDLS,2024-03-02,5,3,10,NR,10,0.0
11042,CSMT,2024-04-16,1,4,1,CR,12,10.7
11042,SC,2024-08-19,0,8,15,SCR,10,27.7
12657,SBC,2024-03-02,5,3,4,SWR,6,3.0
12559,BSB,2024-02-16,4,2,2,NER,22,21.6
16525,SBC,2024-12-26,3,12,6,SWR,6,9.9
12859,KGP,2024-12-22,6,12,23,SER,16,10.7
12622,NGP,2024-06-16,6,6,20,CR,12,16.3
12841,KGP,2024-03-16,5,3,16,SER,16,17.0
12722,JHS,2024-07-01,0,7,18,NCR,15,31.0
12906,AII,2024-07-21,6,7,2,NWR,9,3.6
16525,CBE,2024-05-13,0,5,9,SR,7,25.0
15930,GHY,2024-03-30,5,3,12,NFR,25,25.2
12842,BZA,2024-08-19,0,8,12,SCR,10,26.8
12722,JHS,2024-10-11,4,10,18,NCR,15,28.3
12621,NGP,2024-08-24,5,8,8,CR,12,20.1
12003,NDLS,2024-02-22,3,2,6,NR,10,11.4
12302,NDLS,2024-01-07,6,1,0,NR,10,10.3
11041,MAS,2024-02-01,3,2,18,SR,7,22.7
11041,PUNE,2024-03-07,3,3,3,CR,12,8.0
15929,PRYJ,2024-04-11,3,4,15,NCR,15,19.2
12560,BSB,2024-11-18,0,11,7,NER,22,29.5
12905,MTJ,2024-11-26,1,11,21,NCR,15,29.0
12621,NGP,2024-02-08,3,2,8,CR,12,30.9
12860,HWH,2024-01-12,4,1,13,ER,18,22.4
15929,GHY,2024-11-26,1,11,3,NFR,25,27.4
12621,JHS,2024-08-15,3,8,3,NCR,15,20.1
12906,JP,2024-06-18,1,6,1,NWR,9,13.8
12002,GWL,2024-03-03,6,3,21,NCR,15,16.2
12559,BSB,2024-03-27,2,3,2,NER,22,20.6
15929,PNBE,2024-10-20,6,10,18,ECR,20,25.4
11041,PUNE,2024-09-11,2,9,3,CR,12,11.4
11042,SC,2024-01-16,1,1,15,SCR,10,8.6
12004,CNB,2024-06-30,6,6,22,NCR,15,23.0
12657,MAS,2024-04-19,4,4,22,SR,7,12.1
16526,SBC,2024-08-16,4,8,15,SWR,6,16.8
11042,PUNE,2024-03-17,6,3,22,CR,12,17.0
11042,BZA,2024-05-05,6,5,10,SCR,10,9.2
12560,BSB,2024-11-27,2,11,7,NER,22,36.4
15929,NDLS,2024-10-08,1,10,10,NR,10,15.9
12622,BZA,2024-09-02,0,9,13,SCR,10,13.9
12860,NGP,2024-03-11,0,3,0,CR,12,40.0
12014,NDLS,2024-08-02,4,8,22,NR,10,19.8
12002,GWL,2024-09-26,3,9,21,NCR,15,23.4
12003,NDLS,2024-05-07,1,5,6,NR,10,12.1
12001,JHS,2024-01-10,2,1,10,NCR,15,21.4
12721,SC,2024-07-14,6,7,16,SCR,10,17.5
12906,JP,2024-10-05,5,10,1,NWR,9,6.8
12560,BSB,2024-09-05,3,9,7,NER,22,36.1
12905,RJT,2024-06-13,3,6,13,WR,8,18.8
12860,HWH,2024-07-17,2,7,13,ER,18,24.0
12559,NDLS,2024-11-01,4,11,18,NR,10,20.6
12302,PRYJ,2024-04-22,0,4,18,NCR,15,30.9
12841,BZA,2024-05-23,3,5,1,SCR,10,11.0
15929,PRYJ,2024-01-30,1,1,15,NCR,15,27.8
12951,ADI,2024-07-02,1,7,21,WR,8,11.6
12302,HWH,2024-10-26,5,10,14,ER,18,27.8
12013,LDH,2024-02-21,2,2,11,NR,10,14.2
12952,ST,2024-05-06,0,5,5,WR,8,15.5
15930,CNB,2024-01-29,0,1,1,NCR,15,11.5
12860,HWH,2024-04-22,0,4,13,ER,18,14.3
12003,NDLS,2024-07-17,2,7,6,NR,10,15.7
12905,NDLS,2024-06-30,6,6,23,NR,10,25.3
12622,NGP,2024-03-29,4,3,20,CR,12,10.1
12905,NDLS,2024-03-31,6,3,23,NR,10,8.3
12014,LDH,2024-12-23,0,12,18,NR,10,21.4
15929,CNB,2024-07-02,1,7,14,NCR,15,30.9
12559,CNB,2024-12-24,1,12,23,NCR,15,17.3
12302,PRYJ,2024-06-29,5,6,18,NCR,15,33.8
12621,BZA,2024-10-15,1,10,15,SCR,10,10.1
12721,NDLS,2024-04-06,5,4,23,NR,10,10.4
12951,BRC,2024-09-09,0,9,20,WR,8,4.2
12559,NDLS,2024-10-04,4,10,18,NR,10,17.7
12860,KGP,2024-02-16,4,2,15,SER,16,22.8
12621,NDLS,2024-01-29,0,1,22,NR,10,16.3
12859,NGP,2024-09-26,3,9,14,CR,12,14.8
12002,NDLS,2024-09-01,6,9,1,NR,10,11.9
11041,CSMT,2024-04-13,5,4,23,CR,12,12.6
12301,CNB,2024-03-07,3,3,21,NCR,15,16.4
12905,ADI,2024-06-14,4,6,15,WR,8,17.9
12302,NDLS,2024-01-31,2,1,0,NR,10,15.1
11041,MAS,2024-03-13,2,3,18,SR,7,16.6
12952,BCT,2024-02-26,0,2,7,WR,8,20.7
12301,CNB,2024-02-07,2,2,21,NCR,15,14.0
12721,NGP,2024-07-10,2,7,10,CR,12,40.7
12721,JHS,2024-10-27,6,10,5,NCR,15,8.9
12013,ASR,2024-02-21,2,2,13,NR,10,10.5
12301,NDLS,2024-03-21,3,3,17,NR,10,36.3
12842,VSKP,2024-08-11,6,8,15,ECoR,14,20.0
12951,ST,2024-11-28,3,11,19,WR,8,11.2
12302,NDLS,2024-06-11,1,6,0,NR,10,31.2
12014,ASR,2024-12-21,5,12,16,NR,10,14.0
12621,NGP,2024-11-10,6,11,8,CR,12,22.5
12722,SC,2024-10-28,0,10,7,SCR,10,21.6
12841,BBS,2024-03-30,5,3,19,ECoR,14,16.6
12859,KGP,2024-05-30,3,5,23,SER,16,22.6
12003,CNB,2024-03-06,2,3,10,NCR,15,19.0
11041,PUNE,2024-12-25,2,12,3,CR,12,32.8
12722,NGP,2024-10-20,6,10,13,CR,12,1.4
11041,CSMT,2024-10-17,3,10,23,CR,12,18.6
12952,KOTA,2024-01-17,2,1,21,WCR,11,16.1
12860,HWH,2024-11-09,5,11,13,ER,18,38.9
15929,NDLS,2024-04-23,1,4,10,NR,10,16.2
12905,JP,2024-09-11,2,9,20,NWR,9,8.0
12721,NGP,2024-03-13,2,3,10,CR,12,16.6
12906,MTJ,2024-06-26,2,6,23,NCR,15,22.6
12842,HWH,2024-06-12,2,6,22,ER,18,38.6
12905,RJT,2024-02-15,3,2,13,WR,8,18.0
15929,DBRG,2024-12-28,5,12,8,NFR,25,26.9
15930,NDLS,2024-06-20,3,6,6,NR,10,16.0
15929,DBRG,2024-08-16,4,8,8,NFR,25,41.4
16525,TVC,2024-12-20,4,12,14,SR,7,10.9
12657,MAS,2024-02-04,6,2,22,SR,7,0.6
12842,HWH,2024-01-01,0,1,22,ER,18,22.6
16526,CBE,2024-01-25,3,1,12,SR,7,13.2
15929,GHY,2024-03-26,1,3,3,NFR,25,27.5
12622,JHS,2024-07-30,1,7,1,NCR,15,22.3
15929,DBRG,2024-10-06,6,10,8,NFR,25,32.9
12302,HWH,2024-07-11,3,7,14,ER,18,34.6
11042,SC,2024-10-22,1,10,15,SCR,10,12.3
12952,BCT,2024-11-29,4,11,7,WR,8,19.7
16525,ERS,2024-08-19,0,8,14,SR,7,11.8
15929,DBRG,2024-02-07,2,2,8,NFR,25,34.6
12842,MAS,2024-01-11,3,1,8,SR,7,15.0
15929,PRYJ,2024-06-12,2,6,15,NCR,15,21.0
12301,CNB,2024-06-24,0,6,21,NCR,15,29.1
12905,MTJ,2024-03-28,3,3,21,NCR,15,21.0
12302,CNB,2024-02-08,3,2,19,NCR,15,24.6
12014,CDG,2024-10-07,0,10,18,NR,10,39.9
12859,R,2024-06-22,5,6,17,SECR,13,21.0
12842,VSKP,2024-10-31,3,10,15,ECoR,14,24.4
12560,CNB,2024-12-26,3,12,10,NCR,15,14.5
12952,BRC,2024-01-16,1,1,3,WR,8,16.2
12658,MAS,2024-11-06,2,11,12,SR,7,11.5
12722,AGC,2024-08-10,5,8,21,NCR,15,29.0
12301,NDLS,2024-04-15,0,4,17,NR,10,23.4
11041,PUNE,2024-04-07,6,4,3,CR,12,3.7
12001,JHS,2024-10-03,3,10,10,NCR,15,21.8
15930,GHY,2024-05-15,2,5,12,NFR,25,24.7
12622,NDLS,2024-02-19,0,2,6,NR,10,8.1
12621,AGC,2024-01-26,4,1,0,NCR,15,17.0
16526,TVC,2024-09-08,6,9,7,SR,7,13.8
12301,PRYJ,2024-03-19,1,3,22,NCR,15,26.1
12952,ST,2024-02-14,2,2,5,WR,8,24.4
12003,NDLS,2024-05-30,3,5,6,NR,10,13.2
12003,NDLS,2024-09-02,0,9,6,NR,10,18.7
12002,NDLS,2024-04-12,4,4,1,NR,10,9.8
12860,CSMT,2024-11-22,4,11,8,CR,12,21.3
12621,BZA,2024-05-29,2,5,15,SCR,10,28.4
12302,HWH,2024-02-29,3,2,14,ER,18,22.0
12722,NDLS,2024-06-06,3,6,22,NR,10,17.6
12001,AGC,2024-12-04,2,12,8,NCR,15,21.7
16526,TVC,2024-05-15,2,5,7,SR,7,27.7
16525,SBC,2024-04-04,3,4,6,SWR,6,13.4
16526,TVC,2024-07-08,0,7,7,SR,7,27.4
15929,NDLS,2024-08-16,4,8,10,NR,10,18.3
12658,SBC,2024-01-23,1,1,6,SWR,6,11.6
12013,CDG,2024-04-25,3,4,11,NR,10,17.9
12951,RTM,2024-05-17,4,5,0,WR,8,10.3
16526,MDU,2024-12-22,6,12,10,SR,7,10.4
12559,NDLS,2024-12-07,5,12,18,NR,10,23.7
12001,BPL,2024-10-04,4,10,13,WCR,11,16.0
12952,BRC,2024-07-30,1,7,3,WR,8,21.9
12842,HWH,2024-10-10,3,10,22,ER,18,52.7
12559,BSB,2024-02-01,3,2,2,NER,22,28.4
12841,MAS,2024-08-02,4,8,4,SR,7,5.5
12722,SC,2024-10-01,1,10,7,SCR,10,23.8
12841,KGP,2024-10-20,6,10,16,SER,16,6.0
12721,AGC,2024-04-30,1,4,2,NCR,15,12.9
15930,GHY,2024-01-18,3,1,12,NFR,25,30.6
12860,HWH,2024-09-14,5,9,13,ER,18,11.9
16525,SBC,2024-10-19,5,10,6,SWR,6,5.8
12842,BZA,2024-12-12,3,12,12,SCR,10,23.2
15929,PRYJ,2024-08-17,5,8,15,NCR,15,18.4
12842,MAS,2024-03-29,4,3,8,SR,7,28.2
15930,DBRG,2024-04-18,3,4,8,NFR,25,35.9
11042,MAS,2024-04-08,0,4,7,SR,7,26.5
15930,GHY,2024-12-15,6,12,12,NFR,25,28.0
12014,LDH,2024-08-10,5,8,18,NR,10,23.9
12658,SBC,2024-03-16,5,3,6,SWR,6,14.1
11042,PUNE,2024-10-31,3,10,22,CR,12,16.0
12860,HWH,2024-02-04,6,2,13,ER,18,29.1
12001,GWL,2024-02-14,2,2,9,NCR,15,27.8
12002,JHS,2024-06-15,5,6,20,NCR,15,21.9
12841,MAS,2024-05-21,1,5,4,SR,7,1.0
12721,SC,2024-01-07,6,1,16,SCR,10,10.0
12951,KOTA,2024-12-24,1,12,3,WCR,11,9.1
11041,CSMT,2024-08-02,4,8,23,CR,12,16.7
12859,KGP,2024-02-27,1,2,23,SER,16,19.5
16526,ERS,2024-10-28,0,10,7,SR,7,16.7
12622,JHS,2024-10-25,4,10,1,NCR,15,16.1
12952,RTM,2024-02-24,5,2,0,WR,8,1.3
12722,SC,2024-10-15,1,10,7,SCR,10,21.8
12951,KOTA,2024-10-01,1,10,3,WCR,11,5.7
12302,GAYA,2024-06-25,1,6,16,ECR,20,37.4
16526,CBE,2024-12-01,6,12,12,SR,7,3.0
12622,AGC,2024-09-05,3,9,4,NCR,15,10.6
12301,PRYJ,2024-03-29,4,3,22,NCR,15,18.6
12002,BPL,2024-05-21,1,5,17,WCR,11,21.2
12560,BSB,2024-12-14,5,12,7,NER,22,37.4
12906,NDLS,2024-12-21,5,12,22,NR,10,11.3
12951,BRC,2024-06-18,1,6,20,WR,8,22.0
16525,SBC,2024-12-19,3,12,6,SWR,6,11.3
12952,ADI,2024-05-17,4,5,2,WR,8,11.4
12622,JHS,2024-07-09,1,7,1,NCR,15,27.2
12905,RJT,2024-06-04,1,6,13,WR,8,22.0
12301,CNB,2024-06-08,5,6,21,NCR,15,22.6
12559,NDLS,2024-12-22,6,12,18,NR,10,20.6
12906,AII,2024-12-16,0,12,2,NWR,9,14.8
12721,SC,2024-03-09,5,3,16,SCR,10,11.9
12658,MAS,2024-06-02,6,6,12,SR,7,17.6
12951,MTJ,2024-06-13,3,6,7,NCR,15,28.8
16526,ERS,2024-05-17,4,5,7,SR,7,16.9
12905,RJT,2024-02-15,3,2,13,WR,8,10.9
12002,AGC,2024-04-06,5,4,23,NCR,15,6.4
12859,R,2024-07-27,5,7,17,SECR,13,39.2
12559,NDLS,2024-09-05,3,9,18,NR,10,22.7
12560,CNB,2024-01-29,0,1,10,NCR,15,11.8
12860,CSMT,2024-09-20,4,9,8,CR,12,28.2
12722,NGP,2024-12-29,6,12,13,CR,12,9.1
12842,BZA,2024-09-16,0,9,12,SCR,10,5.8
16525,MDU,2024-09-25,2,9,11,SR,7,10.9
12622,JHS,2024-10-18,4,10,1,NCR,15,18.0
12859,CSMT,2024-04-12,4,4,6,CR,12,29.1
12952,RTM,2024-01-30,1,1,0,WR,8,8.2
12859,R,2024-07-03,2,7,17,SECR,13,43.0
12951,NDLS,2024-12-26,3,12,8,NR,10,24.3
12721,JHS,2024-08-25,6,8,5,NCR,15,29.0
12622,MAS,2024-09-15,6,9,10,SR,7,6.1
15930,GHY,2024-12-14,5,12,12,NFR,25,25.1
15930,CNB,2024-01-16,1,1,1,NCR,15,14.6
12841,HWH,2024-08-16,4,8,14,ER,18,32.4
11041,SC,2024-03-31,6,3,10,SCR,10,9.6
12859,R,2024-10-09,2,10,17,SECR,13,22.6
12002,GWL,2024-06-28,4,6,21,NCR,15,19.5
12013,LDH,2024-05-12,6,5,11,NR,10,10.9
12002,AGC,2024-12-18,2,12,23,NCR,15,22.8
11041,MAS,2024-01-26,4,1,18,SR,7,34.0
12301,HWH,2024-03-24,6,3,3,ER,18,21.2
12014,ASR,2024-04-19,4,4,16,NR,10,11.5
12842,BBS,2024-04-23,1,4,18,ECoR,14,24.4
12622,NGP,2024-05-17,4,5,20,CR,12,19.1
11041,PUNE,2024-11-29,4,11,3,CR,12,18.0
16526,MDU,2024-12-15,6,12,10,SR,7,10.7
12906,MTJ,2024-01-05,4,1,23,NCR,15,14.1
12952,BCT,2024-03-29,4,3,7,WR,8,44.6
12014,ASR,2024-11-03,6,11,16,NR,10,8.0
15930,GHY,2024-11-07,3,11,12,NFR,25,23.0
16525,CBE,2024-06-05,2,6,9,SR,7,31.3
12002,GWL,2024-05-20,0,5,21,NCR,15,16.4
15930,CNB,2024-08-04,6,8,1,NCR,15,18.9
11042,CSMT,2024-08-23,4,8,1,CR,12,35.0
12860,HWH,2024-05-09,3,5,13,ER,18,18.7
12302,GAYA,2024-09-23,0,9,16,ECR,20,22.7
12002,BPL,2024-11-15,4,11,17,WCR,11,21.8
12560,CNB,2024-09-18,2,9,10,NCR,15,16.0
11041,SC,2024-12-05,3,12,10,SCR,10,43.0
12722,NDLS,2024-10-14,0,10,22,NR,10,8.8
12301,NDLS,2024-11-27,2,11,17,NR,10,27.4
12003,CNB,2024-12-16,0,12,10,NCR,15,16.5
12722,NGP,2024-02-25,6,2,13,CR,12,17.9
12721,NGP,2024-05-21,1,5,10,CR,12,12.4
12560,NDLS,2024-11-23,5,11,15,NR,10,4.9
12013,CDG,2024-12-01,6,12,11,NR,10,16.0
12952,MTJ,2024-12-30,0,12,17,NCR,15,27.6
12657,SBC,2024-04-06,5,4,4,SWR,6,6.1
12905,MTJ,2024-03-17,6,3,21,NCR,15,9.7
12905,NDLS,2024-01-30,1,1,23,NR,10,11.0
12842,BZA,2024-11-03,6,11,12,SCR,10,9.7
15929,PRYJ,2024-03-12,1,3,15,NCR,15,17.0
11041,CSMT,2024-01-14,6,1,23,CR,12,6.6
12952,KOTA,2024-05-12,6,5,21,WCR,11,0.0
11041,SC,2024-08-02,4,8,10,SCR,10,14.6
16525,ERS,2024-10-25,4,10,14,SR,7,10.0
12622,MAS,2024-12-28,5,12,10,SR,7,11.3
15929,PRYJ,2024-06-24,0,6,15,NCR,15,25.8
12842,BBS,2024-04-23,1,4,18,ECoR,14,26.4
12906,NDLS,2024-08-31,5,8,22,NR,10,20.2
16525,TVC,2024-12-09,0,12,14,SR,7,6.3
12657,SBC,2024-03-28,3,3,4,SWR,6,9.7
12621,MAS,2024-12-02,0,12,19,SR,7,21.9
12905,JP,2024-02-19,0,2,20,NWR,9,14.2
12906,AII,2024-08-29,3,8,2,NWR,9,16.4
11042,SC,2024-10-13,6,10,15,SCR,10,9.6
12658,MAS,2024-04-03,2,4,12,SR,7,15.2
12842,HWH,2024-12-01,6,12,22,ER,18,17.1
15929,GHY,2024-02-15,3,2,3,NFR,25,28.2
16525,TVC,2024-06-06,3,6,14,SR,7,16.6
12560,BSB,2024-08-03,5,8,7,NER,22,33.1
12004,NDLS,2024-05-13,0,5,2,NR,10,5.0
11041,PUNE,2024-10-26,5,10,3,CR,12,12.2
12622,NGP,2024-08-28,2,8,20,CR,12,32.3
12842,HWH,2024-01-28,6,1,22,ER,18,21.2
16526,CBE,2024-11-13,2,11,12,SR,7,4.3
